Date	E0	E1	E2	E3	E4	E5	E6	E7	E8	EC	EF	Etotal	I0	I1	I2	I3	I4	I5	IC	Itotal	R0	R1	R2	R3	Rtotal	D0	D1	D2	D3	D4	Dtotal	BB	NW	U0	U1	U2	U3
2016-07-01	912	1702.284495212	100	0	50	0.000000000	0	0	0	0	0	2764.284495212	4845.187957753	0	0	0	0	0	0	4845.187957753	130054.166666667	25062.500000000	0.000000000	0	155116.666666667	0.00000000	0.000000000	0	0	0	0.000000000	2080.903462541	178050.203073608	0	0	0.0000000	0.000000000
2016-08-01	2350	1709.377347276	100	0	50	0.000000000	0	0	0	0	0	4209.377347276	4200.000000000	0	0	0	0	0	0	4200.000000000	20054.166666667	25062.500000000	110000.000000000	0	155116.666666667	150000.00000000	0.000000000	0	0	0	150000.000000000	-9.377347276	28040.825726332	110000	110000	0.0000000	0.000000000
2016-09-01	350	1716.499752889	100	0	50	752.007396626	0	0	0	0	0	2968.507149515	4205.250000000	0	0	0	0	0	0	4205.250000000	20054.166666667	25062.500000000	110200.785986561	0	155317.452653228	149799.21401344	0.000000000	0	0	0	149799.214013439	1236.742850485	29679.140549938	0	0	0.0000000	752.007396626
2016-10-01	350	1723.651835193	100	0	50	752.007396626	0	0	0	0	0	2975.659231819	4210.506562500	0	0	0	0	0	0	4210.506562500	20054.166666667	25062.500000000	110402.309823352	0	155518.976490019	149597.69017665	0.000000000	0	0	0	149597.690176648	1234.847330681	31317.035554202	0	0	0.0000000	752.007396626
2016-11-01	350	1730.833717840	100	0	50	752.007396626	0	0	0	0	0	2982.841114466	4215.769695703	0	0	0	0	0	0	4215.769695703	20054.166666667	25062.500000000	110604.574221833	0	155721.240888500	149395.42577817	0.000000000	0	0	0	149395.425778167	1232.928581238	32954.492932402	0	0	0.0000000	752.007396626
2016-12-01	350	1738.045524997	100	0	50	752.007396626	0	0	0	0	0	2990.052921623	4221.039407823	0	0	0	0	0	0	4221.039407823	20054.166666667	25062.500000000	110807.581903427	0	155924.248570094	149192.41809657	0.000000000	0	0	0	149192.418096573	1230.986486199	34591.494781790	0	0	0.0000000	752.007396626
2017-01-01	350	1745.287381351	100	0	50	752.007396626	0	0	0	0	0	2997.294777977	4226.315707083	0	0	0	0	0	0	4226.315707083	20054.166666667	25062.500000000	111011.335599558	0	156128.002266225	148988.66440044	0.000000000	0	0	0	148988.664400442	1229.020929105	36228.023103157	0	0	0.0000000	752.007396626
2017-02-01	350	1752.559412107	100	0	50	752.007396626	0	0	0	0	0	3004.566808733	4231.598601716	0	0	0	0	0	0	4231.598601716	20054.166666667	25062.500000000	111215.838051687	0	156332.504718354	148784.16194831	0.000000000	0	0	0	148784.161948313	1227.031792983	37864.059800398	0	0	0.0000000	752.007396626
2017-03-01	350	1759.861742991	100	0	50	752.007396626	0	0	0	0	0	3011.869139617	4236.888099969	0	0	0	0	0	0	4236.888099969	20054.166666667	25062.500000000	111421.092011349	0	156537.758678016	148578.90798865	0.000000000	0	0	0	148578.907988651	1225.018960352	39499.586680074	0	0	0.0000000	752.007396626
2017-04-01	350	1767.194500253	100	0	50	752.007396626	0	0	0	0	0	3019.201896879	4242.184210093	0	0	0	0	0	0	4242.184210093	20054.166666667	25062.500000000	111627.100240192	0	156743.766906859	148372.89975981	0.000000000	0	0	0	148372.899759808	1222.982313214	41134.585450974	0	0	0.0000000	752.007396626
2017-05-01	350	1774.557810671	100	0	50	752.007396626	0	0	0	0	0	3026.565207297	4247.486940356	0	0	0	0	0	0	4247.486940356	20054.166666667	25062.500000000	111833.865510011	0	156950.532176678	148166.13448999	0.000000000	0	0	0	148166.134489989	1220.921733059	42769.037723670	0	0	0.0000000	752.007396626
2017-06-01	350	1781.951801549	100	0	50	752.007396626	0	0	0	0	0	3033.959198175	4252.796299032	0	0	0	0	0	0	4252.796299032	20054.166666667	25062.500000000	112041.390602787	0	157158.057269454	147958.60939721	0.000000000	0	0	0	147958.609397213	1218.837100857	44402.925010079	0	0	0.0000000	752.007396626
2017-07-01	350	1789.376600722	100	0	50	752.007396626	0	0	0	0	0	3041.383997348	4258.112294405	0	0	0	0	0	0	4258.112294405	20054.166666667	25062.500000000	112249.678310724	0	157366.344977391	147750.32168928	0.000000000	0	0	0	147750.321689276	1216.728297057	46036.228723011	0	0	0.0000000	752.007396626
2017-08-01	350	1796.832336558	100	0	50	752.007396626	0	0	0	0	0	3048.839733184	4263.434934773	0	0	0	0	0	0	4263.434934773	20054.166666667	25062.500000000	112458.731436289	0	157575.398102956	147541.26856371	0.000000000	0	0	0	147541.268563711	1214.595201589	47668.930175730	0	0	0.0000000	752.007396626
2017-09-01	350	1804.319137961	100	0	50	752.007396626	0	0	0	0	0	3056.326534587	4268.764228442	0	0	0	0	0	0	4268.764228442	20054.166666667	25062.500000000	112668.552792245	0	157785.219458912	147331.44720776	0.000000000	0	0	0	147331.447207755	1212.437693855	49301.010581497	0	0	0.0000000	752.007396626
2017-10-01	350	1811.837134369	100	0	50	752.007396626	0	0	0	0	0	3063.844530995	4274.100183727	0	0	0	0	0	0	4274.100183727	20054.166666667	25062.500000000	112879.145201692	0	157995.811868359	147120.85479831	0.000000000	0	0	0	147120.854798308	1210.255652733	50932.451053123	0	0	0.0000000	752.007396626
2017-11-01	350	1819.386455762	100	0	50	752.007396626	0	0	0	0	0	3071.393852388	4279.442808957	0	0	0	0	0	0	4279.442808957	20054.166666667	25062.500000000	113090.511498105	0	158207.178164772	146909.48850190	0.000000000	0	0	0	146909.488501895	1208.048956569	52563.232602518	0	0	0.0000000	752.007396626
2017-12-01	350	1826.967232661	100	0	50	752.007396626	0	0	0	0	0	3078.974629287	4284.792112468	0	0	0	0	0	0	4284.792112468	20054.166666667	25062.500000000	113302.654525371	0	158419.321192038	146697.34547463	0.000000000	0	0	0	146697.345474629	1205.817483181	54193.336140231	0	0	0.0000000	752.007396626
2018-01-01	350	1834.579596130	100	0	50	752.007396626	0	0	0	0	0	3086.586992756	4290.148102609	0	0	0	0	0	0	4290.148102609	20054.166666667	25062.500000000	113515.577137827	0	158632.243804494	146484.42286217	0.000000000	0	0	0	146484.422862173	1203.561109852	55822.742474997	0	0	0.0000000	752.007396626
2018-02-01	350	1842.223677781	100	0	50	752.007396626	0	0	0	0	0	3094.231074407	4295.510787737	0	0	0	0	0	0	4295.510787737	20054.166666667	25062.500000000	113729.282200302	0	158845.948866969	146270.71779970	0.000000000	0	0	0	146270.717799698	1201.279713330	57451.432313276	0	0	0.0000000	752.007396626
2018-03-01	350	1849.899609772	100	0	50	752.007396626	0	0	0	0	0	3101.907006398	4300.880176222	0	0	0	0	0	0	4300.880176222	20054.166666667	25062.500000000	113943.772588149	0	159060.439254816	146056.22741185	0.000000000	0	0	0	146056.227411851	1198.973169824	59079.386258795	0	0	0.0000000	752.007396626
2018-04-01	350	1857.607524812	100	0	50	752.007396626	0	0	0	0	0	3109.614921438	4306.256276442	0	0	0	0	0	0	4306.256276442	20054.166666667	25062.500000000	114159.051187290	0	159275.717853957	145840.94881271	0.000000000	0	0	0	145840.948812710	1196.641355004	60706.584812080	0	0	0.0000000	752.007396626
2018-05-01	350	1865.347556166	100	0	50	752.007396626	0	0	0	0	0	3117.354952792	4311.639096788	0	0	0	0	0	0	4311.639096788	20054.166666667	25062.500000000	114375.120894250	0	159491.787560917	145624.87910575	0.000000000	0	0	0	145624.879105750	1194.284143996	62333.008369996	0	0	0.0000000	752.007396626
2018-06-01	350	1873.119837650	100	0	50	752.007396626	0	0	0	0	0	3125.127234276	4317.028645659	0	0	0	0	0	0	4317.028645659	20054.166666667	25062.500000000	114591.984616201	0	159708.651282868	145408.01538380	0.000000000	0	0	0	145408.015383799	1191.901411383	63958.637225281	0	0	0.0000000	752.007396626
2018-07-01	350	1880.924503640	100	0	50	752.007396626	0	0	0	0	0	3132.931900266	4322.424931466	0	300	0	0	0	0	4622.424931466	20054.166666667	25062.500000000	114809.645270996	0	159926.311937663	145190.35472900	0.000000000	0	0	0	145190.354729004	1489.493031200	65883.451566070	0	0	0.0000000	752.007396626
2018-08-01	350	1888.761689072	100	0	50	752.007396626	0	0	0	0	0	3140.769085698	4327.827962630	0	300	0	0	0	0	4627.827962630	20054.166666667	25062.500000000	115028.105787211	0	160144.772453878	144971.89421279	0.000000000	0	0	0	144971.894212789	1487.058876932	67807.431475432	0	0	0.0000000	752.007396626
2018-09-01	350	1896.631529443	100	0	50	752.007396626	0	0	0	0	0	3148.638926069	4333.237747583	0	300	0	0	0	0	4633.237747583	20054.166666667	25062.500000000	115247.369104185	0	160364.035770852	144752.63089582	0.000000000	0	0	0	144752.630895815	1484.598821514	69730.556930894	0	0	0.0000000	752.007396626
2018-10-01	350	1904.534160816	100	0	50	752.007396626	0	0	0	0	0	3156.541557442	4338.654294768	0	300	0	0	0	0	4638.654294768	20054.166666667	25062.500000000	115467.438172057	0	160584.104838724	144532.56182794	0.000000000	0	0	0	144532.561827943	1482.112737326	71652.807803964	0	0	0.0000000	752.007396626
2018-11-01	350	1912.469719819	100	0	50	752.007396626	0	0	0	0	0	3164.477116445	4344.077612636	0	300	0	0	0	0	4644.077612636	20054.166666667	25062.500000000	115688.315951808	0	160804.982618475	144311.68404819	0.000000000	0	0	0	144311.684048192	1479.600496191	73574.163859659	0	0	0.0000000	752.007396626
2018-12-01	350	1920.438343652	100	0	50	752.007396626	0	0	0	0	0	3172.445740278	4349.507709652	0	300	0	0	0	0	4649.507709652	20054.166666667	25062.500000000	115910.005415301	0	161026.672081968	144089.99458470	0.000000000	0	0	0	144089.994584699	1477.061969374	75494.604756019	0	0	0.0000000	752.007396626
2019-01-01	350	1928.440170083	100	0	50	752.007396626	0	0	0	0	0	3180.447566710	4354.944594289	0	300	0	0	0	0	4654.944594289	20054.166666667	25062.500000000	116132.509545318	0	161249.176211985	143867.49045468	0.000000000	0	0	0	143867.490454681	1474.497027580	77414.110043633	0	0	0.0000000	752.007396626
2019-02-01	350	1936.475337459	100	0	50	752.007396626	0	0	0	0	0	3188.482734085	4360.388275032	0	300	0	0	0	0	4660.388275032	20054.166666667	25062.500000000	116355.831335604	0	161472.498002271	143644.16866440	0.000000000	0	0	0	143644.168664395	1471.905540947	79332.659165152	0	0	0.0000000	752.007396626
2019-03-01	350	1944.543984698	100	0	50	752.007396626	0	0	0	0	0	3196.551381324	4365.838760376	0	300	0	0	0	0	4665.838760376	20054.166666667	25062.500000000	116579.973790905	0	161696.640457572	143420.02620910	0.000000000	0	0	0	143420.026209095	1469.287379051	81250.231454804	0	0	0.0000000	752.007396626
2019-04-01	350	1952.646251301	100	0	50	752.007396626	0	0	0	0	0	3204.653647927	4371.296058826	0	300	0	0	0	0	4671.296058826	20054.166666667	25062.500000000	116804.939927006	0	161921.606593673	143195.06007299	0.000000000	0	0	0	143195.060072993	1466.642410899	83166.806137907	0	0	0.0000000	752.007396626
2019-05-01	350	1960.782277348	100	0	50	752.007396626	0	0	0	0	0	3212.789673974	4376.760178900	0	300	0	0	0	0	4676.760178900	20054.166666667	25062.500000000	117030.732770780	0	162147.399437447	142969.26722922	0.000000000	0	0	0	142969.267229220	1463.970504925	85082.362330379	0	0	0.0000000	752.007396626
2019-06-01	350	1968.952203504	100	0	50	752.007396626	0	0	0	0	0	3220.959600130	4382.231129123	0	300	0	0	0	0	4682.231129123	20054.166666667	25062.500000000	117257.355360219	0	162374.022026886	142742.64463978	0.000000000	0	0	0	142742.644639781	1461.271528993	86996.879038250	0	0	0.0000000	752.007396626
2019-07-01	350	1977.156171018	100	0	50	752.007396626	0	0	0	0	0	3229.163567644	4387.708918035	0	300	0	0	0	0	4687.708918035	20054.166666667	25062.500000000	117484.810744479	0	162601.477411146	142515.18925552	0.000000000	0	0	0	142515.189255520	1458.545350390	88910.335157161	0	0	0.0000000	752.007396626
2019-08-01	350	1985.394321731	100	0	50	752.007396626	0	0	0	0	0	3237.401718357	4393.193554182	0	300	0	0	0	0	4693.193554182	20054.166666667	25062.500000000	117713.101983924	0	162829.768650591	142286.89801608	0.000000000	0	0	0	142286.898016076	1455.791835825	90822.709471876	0	0	0.0000000	752.007396626
2019-09-01	350	1993.666798072	100	0	50	752.007396626	0	0	0	0	0	3245.674194698	4398.685046125	0	300	0	0	0	0	4698.685046125	20054.166666667	25062.500000000	117942.232150162	0	163058.898816829	142057.76784984	0.000000000	0	0	0	142057.767849838	1453.010851427	92733.980655779	0	0	0.0000000	752.007396626
2019-10-01	350	2001.973743064	100	0	50	752.007396626	0	0	0	0	0	3253.981139690	4404.183402433	0	300	0	0	0	0	4704.183402433	20054.166666667	25062.500000000	118172.204326088	0	163288.870992755	141827.79567391	0.000000000	0	0	0	141827.795673912	1450.202262743	94644.127270375	0	0	0.0000000	752.007396626
2019-11-01	350	2010.315300326	100	0	50	752.007396626	0	0	0	0	0	3262.322696952	4409.688631686	0	300	0	0	0	0	4709.688631686	20054.166666667	25062.500000000	118403.021605928	0	163519.688272595	141596.97839407	0.000000000	0	0	0	141596.978394071	1447.365934733	96553.127764789	0	0	0.0000000	752.007396626
2019-12-01	350	2018.691614078	100	0	50	752.007396626	0	0	0	0	0	3270.699010704	4415.200742475	0	300	0	0	0	0	4715.200742475	20054.166666667	25062.500000000	118634.687095278	0	163751.353761945	141365.31290472	0.000000000	0	0	0	141365.312904721	1444.501731772	98460.960475260	0	0	0.0000000	752.007396626
2020-01-01	350	2027.102829136	100	0	50	752.007396626	0	0	0	0	0	3279.110225762	4420.719743403	0	300	0	0	0	0	4720.719743403	20054.166666667	25062.500000000	118867.203911147	0	163983.870577814	141132.79608885	0.000000000	0	0	0	141132.796088853	1441.609517641	100367.603624638	0	0	0.0000000	752.007396626
2020-02-01	350	2035.549090924	100	0	50	752.007396626	0	0	0	0	0	3287.556487550	4426.245643083	0	300	0	0	0	0	4726.245643083	20012.387152778	24958.072916667	118605.295165699	0	163575.755235144	140899.42481800	0.000000000	0	0	0	140899.424818004	1438.689155532	101631.548708349	0	0	0.0000000	752.007396626
2020-03-01	350	2044.030545470	100	0	50	752.007396626	0	0	0	0	0	3296.037942096	4431.778450137	0	300	0	0	0	0	4731.778450137	19970.694679543	24854.080946181	118345.335301631	0	163170.110927354	140665.19595222	0.000000000	0	0	0	140665.195952216	1435.740508041	102895.873774389	0	0	0.0000000	752.007396626
2020-04-01	350	2052.547339409	100	0	50	752.007396626	0	0	0	0	0	3304.554736035	4437.318173199	0	300	0	0	0	0	4737.318173199	19929.089065627	24750.522275571	118087.319350100	0	162766.930691299	140430.10633999	0.000000000	0	0	0	140430.106339989	1432.763437164	104160.546587724	0	0	0.0000000	752.007396626
2020-05-01	350	2061.099619990	100	0	50	752.007396626	0	0	0	0	0	3313.107016616	4442.864820916	0	300	0	0	0	0	4742.864820916	19887.570130074	24647.395099423	117831.242374552	0	162366.207604049	140194.15281825	0.000000000	0	0	0	140194.152818246	1429.757804299	105425.534826517	0	0	0.0000000	752.007396626
2020-06-01	350	2069.687535074	100	0	50	752.007396626	0	0	0	0	0	3321.694931700	4448.418401942	0	300	0	0	0	0	4748.418401942	19846.137692303	24544.697619842	117577.099470621	0	161967.934782766	139957.33221228	0.000000000	0	0	0	139957.332212282	1426.723470242	106690.806081440	0	0	0.0000000	752.007396626
2020-07-01	350	2078.311233136	100	0	50	752.007396626	0	0	0	0	0	3330.318629762	4453.978924944	0	300	0	0	0	0	4753.978924944	12804.791572111	24442.428046426	117324.885766046	0	154572.105384583	139719.64133573	10000.000000000	0	0	0	149719.641335730	1423.660295182	90956.327854990	0	7000	0.0000000	752.007396626
2020-08-01	350	2086.970863274	100	0	50	940.211380322	0	0	0	0	0	3527.182243596	4459.546398600	0	300	0	0	0	0	4759.546398600	12778.114923002	24340.584596233	117074.596420574	0	154193.295939809	139481.07699051	9852.537254141	0	0	0	149333.614244651	1232.364155004	92195.909656299	0	0	0.0000000	940.211380322
2020-09-01	350	2095.666575205	100	0	50	940.211380322	0	0	0	0	0	3535.877955526	4465.120831599	0	300	0	0	0	0	4765.120831599	12751.493850246	24239.165493749	116826.226625873	0	153816.885969868	139241.63596679	9704.473726802	0	0	0	148946.109693594	1229.242876072	93436.247113488	0	0	0.0000000	940.211380322
2020-10-01	350	2104.398519268	100	0	50	940.211380322	0	0	0	0	0	3544.609899590	4470.702232638	0	300	0	0	0	0	4770.702232638	12724.928238058	24138.168970858	116579.771605442	0	153442.868814358	139001.31504295	9555.806970324	0	0	0	148557.122013273	1226.092333049	94677.309971347	0	0	0.0000000	940.211380322
2020-11-01	350	2113.166846432	100	0	50	940.211380322	0	0	0	0	0	3553.378226753	4476.290610429	0	300	0	0	0	0	4776.290610429	12698.417970895	24037.593266813	116335.226614519	0	153071.237852227	138760.11098552	9406.534527079	0	0	0	148166.645512594	1222.912383676	95919.067893571	0	0	0.0000000	940.211380322
2020-12-01	350	2121.971708292	100	0	50	940.211380322	0	0	0	0	0	3562.183088613	4481.885973692	0	300	0	0	0	0	4781.885973692	12671.962933456	23937.436628201	116092.586939996	0	152701.986501653	138518.02054914	9256.653929422	0	0	0	147774.674478566	1219.702885079	97161.490462103	0	0	0.0000000	940.211380322
2021-01-01	350	2130.813257076	100	0	50	940.211380322	0	0	0	0	0	3571.024637398	4487.488331159	0	300	0	0	0	0	4787.488331159	12645.563010678	23837.697308917	115851.847900328	0	152335.108219923	138275.04047656	9106.162699657	0	0	0	147381.203176219	1216.463693761	98404.547176481	0	0	0.0000000	940.211380322
2021-02-01	350	2139.691645647	100	0	50	940.211380322	0	0	0	0	0	3579.903025969	4493.097691573	0	300	0	0	0	0	4793.097691573	12619.218087739	23738.373570130	115613.004845447	0	151970.596503316	138031.16749853	8955.058349994	0	0	0	146986.225848519	1213.194665604	99648.207453178	0	0	0.0000000	940.211380322
2021-03-01	350	2148.607027504	100	0	50	940.211380322	0	0	0	0	0	3588.818407826	4498.714063688	0	300	0	0	0	0	4798.714063688	12592.928050056	23639.463680254	115376.053156673	0	151608.444886984	137786.39833378	8803.338382506	0	0	0	146589.736716282	1209.895655862	100892.440624945	0	0	0.0000000	940.211380322
2021-04-01	350	2157.559556786	100	0	50	940.211380322	0	0	0	0	0	3597.770937107	4504.337456267	0	300	0	0	0	0	4804.337456267	12566.692783285	23540.965914920	115140.988246631	0	151248.646944836	137540.72968900	8651.000289090	0	0	0	146191.729978090	1206.566519160	102137.215940150	0	0	0.0000000	940.211380322
2021-05-01	350	2166.549388272	100	0	50	940.211380322	0	0	0	0	0	3606.760768594	4509.967878087	0	300	0	0	0	0	4809.967878087	12540.512173320	23442.878556941	114907.805559158	0	150891.196289419	137294.15825878	8498.041551425	0	0	0	145792.199810202	1203.207109494	103382.502562114	0	0	0.0000000	940.211380322
2021-06-01	350	2175.576677390	100	0	50	940.211380322	0	0	0	0	0	3615.788057712	4515.605337935	0	300	0	0	0	0	4815.605337935	12514.386106292	23345.199896287	114676.500569227	0	150536.086571806	137046.68072555	8344.459640928	0	0	0	145391.140366474	1199.817280223	104628.269568453	0	0	0.0000000	940.211380322
2021-07-01	350	2184.641580212	100	0	50	940.211380322	0	0	0	0	0	3624.852960534	4521.249844608	0	300	0	0	0	0	4821.249844608	12488.314468571	23247.928230052	114447.068782852	0	150183.311481476	136798.29375955	8190.252018717	0	0	0	144988.545778266	1196.396884073	105874.485950403	0	0	0.0000000	940.211380322
2021-08-01	350	2193.744253463	100	0	50	940.211380322	0	0	0	0	0	3633.955633785	4526.901406913	0	300	0	0	0	0	4826.901406913	12462.297146761	23151.061862427	114219.505737012	0	149832.864746200	136548.99401879	8035.416135565	0	0	0	144584.410154359	1192.945773128	107121.120612163	0	0	0.0000000	940.211380322
2021-09-01	350	2202.884854519	100	0	50	940.211380322	0	0	0	0	0	3643.096234841	4532.560033672	0	300	0	0	0	0	4832.560033672	12436.334027706	23054.599104667	113993.806999560	0	149484.740131933	136298.77814901	7879.949431859	0	0	0	144178.727580868	1189.463798831	108368.142370218	0	0	0.0000000	940.211380322
2021-10-01	350	2212.063541413	100	0	50	940.211380322	0	0	0	0	0	3652.274921735	4538.225733714	0	300	0	0	0	0	4838.225733714	12410.424998481	22958.538275064	113769.968169144	0	149138.931442690	136047.64278359	7723.849337558	0	0	0	143771.492121150	1185.950811979	109615.519952672	0	0	0.0000000	940.211380322
2021-11-01	350	2221.280472836	100	0	50	940.211380322	0	0	0	0	0	3661.491853157	4543.898515881	0	300	0	0	0	0	4843.898515881	12384.569946401	22862.877698918	113547.984875124	0	148795.432520443	135795.58454357	7567.113272150	0	0	0	143362.697815725	1182.406662724	110863.221998574	0	0	0.0000000	940.211380322
2021-12-01	350	2230.535808139	100	0	50	940.211380322	0	0	0	0	0	3670.747188461	4549.578389026	0	300	0	0	0	0	4849.578389026	12358.768759013	22767.615708506	113327.852777485	0	148454.237245004	135542.60003757	7409.738644610	0	0	0	142952.338682177	1178.831200565	112111.217057247	0	0	0.0000000	940.211380322
2022-01-01	350	2239.829707340	100	0	50	940.211380322	0	0	0	0	0	3680.041087662	4555.265362012	0	300	0	0	0	0	4855.265362012	12333.021324098	22672.750643054	113109.567566760	0	148115.339533913	135288.68586172	7251.722853357	0	0	0	142540.408715076	1175.224274351	113359.473587608	0	0	0.0000000	940.211380322
2022-02-01	350	2249.162331121	100	0	50	940.211380322	0	0	0	0	0	3689.373711442	4560.959443715	0	300	0	0	0	0	4860.959443715	12307.327529673	22578.280848708	112893.124963948	0	147778.733342328	135033.83859967	7093.063286211	0	0	0	142126.901885881	1171.585732273	114607.959957492	0	0	0.0000000	940.211380322
2022-03-01	350	2258.533840834	100	0	50	940.211380322	0	0	0	0	0	3698.745221155	4566.660643019	0	300	0	0	0	0	4866.660643019	12281.687263986	22484.204678505	112678.520720427	0	147444.412662919	134778.05482251	6933.757320348	0	0	0	141711.812142856	1167.915421864	115856.644442971	0	0	0.0000000	940.211380322
2022-04-01	350	2267.944398504	100	0	50	940.211380322	0	0	0	0	0	3708.155778825	4572.368968823	0	300	0	0	0	0	4872.368968823	12256.100415519	22390.520492345	112465.750617884	0	147112.371525748	134521.33108872	6773.802322262	0	0	0	141295.133410977	1164.213189998	117105.495227677	0	0	0.0000000	940.211380322
2022-05-01	350	2277.394166831	100	0	50	940.211380322	0	0	0	0	0	3717.605547152	4578.084430034	0	300	0	0	0	0	4878.084430034	12230.566872987	22297.226656960	112254.810468225	0	146782.603998172	134263.66394413	6613.195647713	0	0	0	140876.859591847	1160.478882882	118354.480402113	0	0	0.0000000	940.211380322
2022-06-01	350	2286.883309193	100	0	50	940.211380322	0	0	0	0	0	3727.094689514	4583.807035572	0	300	0	0	0	0	4883.807035572	12205.086525335	22204.321545889	112045.696113501	0	146455.104184725	134005.04992191	6451.934641692	0	0	0	140456.984563598	1156.712346058	119603.567962973	0	0	0.0000000	940.211380322
2022-07-01	350	2296.411989648	100	0	50	940.211380322	0	0	0	0	0	3736.623369969	4589.536794366	0	300	0	0	0	0	4889.536794366	12179.659261741	22111.803539448	111838.403425828	0	146129.866227017	133745.48554244	6290.016638371	0	0	0	140035.502180810	1152.913424397	120852.725812450	0	0	0.0000000	940.211380322
2022-08-01	350	2305.980372938	100	0	50	940.211380322	0	0	0	0	0	3746.191753259	4595.273715359	0	300	0	0	0	0	4895.273715359	12154.284971612	22019.671024700	111632.928307309	0	145806.884303622	133484.96731335	6127.438961061	0	0	0	139612.406274412	1149.081962100	122101.921757553	0	0	0.0000000	940.211380322
2022-09-01	350	2315.588624492	100	0	50	940.211380322	0	0	0	0	0	3755.800004813	4601.017807503	0	300	0	0	0	0	4901.017807503	12128.963544588	21927.922395431	111429.266689955	0	145486.152629973	133223.49172942	5964.198922169	0	0	0	139187.690651594	1145.217802690	123351.123509412	0	0	0.0000000	940.211380322
2022-10-01	350	2325.236910427	100	0	50	940.211380322	0	0	0	0	0	3765.448290749	4606.769079763	0	300	0	0	0	0	4906.769079763	12103.694870537	21836.556052116	111227.414535607	0	145167.665458260	132961.05527257	5800.293823153	0	0	0	138761.349095718	1141.320789014	124600.298682589	0	0	0.0000000	940.211380322
2022-11-01	350	2334.925397554	100	0	50	940.211380322	0	0	0	0	0	3775.136777875	4612.527541112	0	300	0	0	0	0	4912.527541112	12078.478839556	21745.570401899	111027.367835860	0	144851.417077315	132697.65441175	5635.720954475	0	0	0	138333.375366221	1137.390763237	125849.414794379	0	0	0.0000000	940.211380322
